time,x,y,theta
1890.923,1.6521926773371831e-06,1.3859368852564558e-07,-0.0001997535722537691
1890.926,-2.62234678416462e-13,1.9984014443252818e-14,-5.263829572221823e-07
1890.931,-2.62234678416462e-13,1.9984014443252818e-14,-5.263867444149639e-07
1890.935,1.6450598601114308e-06,1.3830322487251578e-07,-0.0001997077584086071
1890.94,-2.62234678416462e-13,1.9984014443252818e-14,-5.263943183564379e-07
1890.942,-2.62234678416462e-13,1.9984014443252818e-14,-5.263981055492195e-07
1890.947,-2.62234678416462e-13,1.9761969838327786e-14,-5.264018931860903e-07
1890.952,1.628944039211433e-06,1.3723582603653028e-07,-0.00019960787259520885
1890.955,-2.62234678416462e-13,1.9761969838327786e-14,-5.264094675716535e-07
1890.96,-2.62234678416462e-13,1.9761969838327786e-14,-5.264132547644351e-07
1890.964,-2.62456723021387e-13,1.7319479184152442e-14,-5.264170424013059e-07
1890.967,1.5950680363197023e-06,1.4790866709191164e-07,-0.00019952735631090235
1890.972,1.5946484563933438e-06,1.4818890980983213e-07,-0.00019952755925833898
1890.975,-2.62456723021387e-13,1.7319479184152442e-14,-5.264284039796507e-07
1890.979,-2.62456723021387e-13,1.709743457922741e-14,-5.264321916165215e-07
1890.983,1.594230968571253e-06,1.4878972942611313e-07,-0.00019953052197818621
1890.986,1.5941942406172416e-06,1.4910675849577615e-07,-0.0001995330234008108
1890.99,-2.62456723021387e-13,1.709743457922741e-14,-5.264435540830448e-07
1890.994,-2.62456723021387e-13,1.709743457922741e-14,-5.264473412758264e-07
1890.997,1.594351714873099e-06,1.4976398921007217e-07,-0.0001995393259512923
1891.0,-2.62456723021387e-13,1.709743457922741e-14,-5.26454916549568e-07
1891.005,-2.62456723021387e-13,1.687538997430238e-14,-5.264587041864388e-07
1891.011,1.5946583056258845e-06,1.5043764101108081e-07,-0.00019954632367635838
1891.017,-2.6267876762631204e-13,1.532107773982716e-14,-5.264662790160912e-07
1891.022,-2.6267876762631204e-13,1.532107773982716e-14,-5.26470066652962e-07
1891.025,1.5826568393606522e-06,1.596401246750645e-07,-0.00019953981359588369
1891.031,1.5823568284556444e-06,1.5993271951231236e-07,-0.00019954001575239744
1891.036,-2.6267876762631204e-13,1.509903313490213e-14,-5.264814295635745e-07
1891.04,-2.6267876762631204e-13,1.509903313490213e-14,-5.264852172004453e-07
